Resume_ID,Resume_Text
946,"frontend developer with experience in machine learning, deep learning, spring boot"
947,"data scientist with experience in machine learning, css, spring boot, mysql, power bi, java"
948,"frontend developer with experience in numpy, deep learning, spring boot, sql"
949,"backend developer with experience in power bi, react, java, pandas, excel, spring boot"
950,"machine learning engineer with experience in sql, css, python, mysql"
951,"software engineer with experience in sql, machine learning, react"
952,"machine learning engineer with experience in java, python, sql, mysql, pandas, html, deep learning"
953,"data analyst with experience in mysql, react, spring boot, excel, numpy, python"
954,"machine learning engineer with experience in deep learning, numpy, machine learning, spring boot, css, mysql"
955,"frontend developer with experience in javascript, power bi, react, html, sql, css"
956,"data analyst with experience in numpy, java, python"
957,"machine learning engineer with experience in sql, pandas, spring boot, html, javascript"
958,"data scientist with experience in react, pandas, html, css, javascript, deep learning, excel"
959,"software engineer with experience in deep learning, html, java, power bi, javascript"
960,"data analyst with experience in deep learning, java, mysql, pandas"
961,"machine learning engineer with experience in mysql, excel, html, react"
962,"data scientist with experience in react, deep learning, java"
963,"data scientist with experience in react, html, excel"
964,"data analyst with experience in css, mysql, excel, sql, spring boot"
965,"frontend developer with experience in machine learning, power bi, excel, numpy, spring boot"
966,"data analyst with experience in python, mysql, java, sql, power bi, spring boot, html"
967,"backend developer with experience in sql, numpy, html, css, mysql"
968,"frontend developer with experience in spring boot, pandas, java, deep learning"
969,"data analyst with experience in pandas, power bi, java, machine learning, spring boot, deep learning"
970,"software engineer with experience in java, javascript, numpy"
971,"data scientist with experience in html, css, java, javascript, spring boot, excel, pandas"
972,"data analyst with experience in power bi, deep learning, spring boot, html, sql, java, pandas"
973,"machine learning engineer with experience in spring boot, pandas, mysql, react, java"
974,"machine learning engineer with experience in css, python, deep learning, java"
975,"software engineer with experience in python, pandas, css, excel, machine learning, javascript, react"
976,"data scientist with experience in numpy, java, react, mysql, machine learning, sql"
977,"machine learning engineer with experience in python, spring boot, java, pandas, deep learning"
978,"software engineer with experience in sql, html, java"
979,"frontend developer with experience in javascript, sql, excel, react, pandas"
980,"data scientist with experience in excel, python, deep learning, react"
981,"data analyst with experience in spring boot, javascript, numpy"
982,"data scientist with experience in python, react, javascript, pandas, java, html"
983,"data analyst with experience in react, javascript, deep learning, python, html, power bi, numpy"
984,"frontend developer with experience in excel, pandas, machine learning, numpy, power bi, sql"
985,"software engineer with experience in java, css, pandas, deep learning, numpy, javascript, python"
986,"frontend developer with experience in sql, excel, css"
987,"frontend developer with experience in java, spring boot, mysql, deep learning, javascript, numpy, html"
988,"machine learning engineer with experience in css, mysql, spring boot, excel"
989,"data analyst with experience in css, numpy, excel"
990,"backend developer with experience in css, power bi, python, deep learning, sql"
991,"machine learning engineer with experience in numpy, machine learning, css, react, spring boot"
992,"software engineer with experience in machine learning, java, python, deep learning, spring boot"
993,"software engineer with experience in excel, machine learning, javascript, spring boot, java, sql, css"
994,"machine learning engineer with experience in pandas, power bi, javascript"
995,"frontend developer with experience in react, spring boot, css, power bi, mysql, sql, machine learning"
996,"machine learning engineer with experience in machine learning, python, css, power bi"
997,"frontend developer with experience in spring boot, deep learning, html, numpy, css, javascript"
998,"data analyst with experience in python, excel, html, pandas"
999,"data scientist with experience in deep learning, spring boot, machine learning, sql, react, excel"
1000,"backend developer with experience in excel, power bi, machine learning, sql, css, java"
